timestamp,subject_id,blink_frequency_per_min,pupil_diameter_mm,gaze_stability_score,drowsiness_index,eye_strain_score,saccadic_deviation_deg,yaw_angle_deg,pitch_angle_deg,blink_duration_ms,inter_blink_interval_ratio,dryness_index
2026-07-08 14:21:33,SUBJ_016,8.5,2.91,0.8406,0.1944,24.4,2.09,-6.09,-6.73,126.2,1.516,0.064
2026-07-08 14:26:26,SUBJ_016,7.4,2.67,0.8298,0.2085,26.8,1.8,-4.83,-5.76,138.0,1.526,0.048
2026-07-08 14:32:02,SUBJ_016,6.9,2.46,0.8175,0.2229,27.0,2.43,-6.29,-5.47,124.1,1.531,0.0496
2026-07-08 14:39:18,SUBJ_016,5.9,2.29,0.8085,0.2361,25.1,2.39,-7.49,-6.23,130.6,1.541,0.044
2026-07-08 14:48:19,SUBJ_016,5.4,2.16,0.7996,0.2474,27.1,2.7,-5.16,-5.4,126.9,1.546,0.0536
2026-07-08 14:54:30,SUBJ_016,5.0,2.02,0.7991,0.2502,27.3,2.04,-3.23,-6.14,133.2,1.55,0.0336
2026-07-08 14:58:47,SUBJ_016,4.5,1.91,0.793,0.2466,28.7,2.25,-4.64,-5.26,131.3,1.555,0.0712
2026-07-08 15:00:59,SUBJ_016,4.7,1.8,0.7863,0.2654,28.9,2.7,-4.35,-4.47,116.5,1.553,0.072
2026-07-08 15:07:37,SUBJ_016,4.6,1.71,0.7782,0.2774,28.5,2.65,-3.57,-6.03,130.8,1.554,0.1122
2026-07-08 15:10:51,SUBJ_016,4.7,1.7,0.7742,0.2754,28.3,2.49,-5.53,-3.31,133.8,1.553,0.1899
2026-07-08 15:20:14,SUBJ_016,5.0,1.67,0.7706,0.2863,28.5,2.54,-4.06,-3.56,126.0,1.55,0.2681
2026-07-08 15:27:28,SUBJ_016,5.6,1.61,0.7678,0.2938,29.0,2.5,-5.44,-5.98,130.8,1.544,0.2492
