timestamp,subject_id,blink_frequency_per_min,pupil_diameter_mm,gaze_stability_score,drowsiness_index,eye_strain_score,saccadic_deviation_deg,yaw_angle_deg,pitch_angle_deg,blink_duration_ms,inter_blink_interval_ratio,dryness_index
2026-07-04 16:28:07,SUBJ_006,16.0,3.09,0.7839,0.1124,20.4,1.57,2.88,-5.26,114.7,1.506,0
2026-07-04 16:36:49,SUBJ_006,14.7,2.86,0.7757,0.1359,22.0,1.84,3.02,-3.69,138.6,1.514,0
2026-07-04 16:41:21,SUBJ_006,13.8,2.68,0.7713,0.154,21.6,1.87,4.36,-4.37,129.9,1.519,0.0213
2026-07-04 16:45:42,SUBJ_006,13.0,2.51,0.7573,0.1796,23.3,2.02,3.95,-3.93,126.1,1.524,0.0462
2026-07-04 16:52:25,SUBJ_006,12.7,2.34,0.7512,0.1906,23.5,1.81,5.3,-4.27,123.8,1.526,0.0237
2026-07-04 16:55:53,SUBJ_006,12.8,2.28,0.7469,0.207,22.2,1.76,4.26,-3.13,125.4,1.525,0.0735
2026-07-04 17:02:31,SUBJ_006,12.5,2.19,0.7369,0.2268,20.5,1.85,4.33,-3.37,125.6,1.527,0.0969
2026-07-04 17:08:35,SUBJ_006,11.9,2.12,0.7366,0.2335,21.3,1.26,3.27,-3.9,132.7,1.53,0.0816
2026-07-04 17:14:49,SUBJ_006,11.9,2.08,0.7356,0.2463,20.5,1.76,5.33,-3.54,139.6,1.53,0.0792
2026-07-04 17:17:24,SUBJ_006,11.5,2.06,0.7291,0.2498,20.6,1.48,3.68,-5.0,125.7,1.533,0
2026-07-04 17:23:22,SUBJ_006,11.5,1.99,0.7252,0.2652,20.9,1.48,4.87,-3.81,139.6,1.532,0
2026-07-04 17:29:04,SUBJ_006,11.1,1.97,0.7232,0.2696,21.4,2.28,6.19,-4.2,128.8,1.535,0
2026-07-04 17:36:54,SUBJ_006,11.5,1.96,0.7225,0.2728,21.3,1.9,3.37,-3.84,127.2,1.533,0
2026-07-04 17:39:09,SUBJ_006,11.2,1.96,0.7224,0.2782,21.5,1.92,6.09,-4.44,131.6,1.534,0.0168
2026-07-04 17:46:22,SUBJ_006,11.3,1.94,0.7241,0.2858,21.6,1.9,4.18,-3.06,149.3,1.534,0.048
2026-07-04 17:55:53,SUBJ_006,11.2,1.86,0.7204,0.2821,22.1,1.89,3.29,-2.79,129.6,1.535,0.0855
2026-07-04 18:04:01,SUBJ_006,11.5,1.89,0.7161,0.288,21.6,1.66,6.06,-3.76,125.6,1.533,0.0915
2026-07-04 18:12:35,SUBJ_006,11.5,1.91,0.7124,0.2972,21.9,1.84,5.54,-3.4,139.8,1.533,0.0984
2026-07-04 18:16:53,SUBJ_006,11.5,1.91,0.7123,0.3077,21.1,2.26,5.13,-3.73,124.7,1.533,0.039
2026-07-04 18:22:53,SUBJ_006,11.0,1.93,0.7062,0.3266,22.1,2.44,4.14,-3.54,139.5,1.536,0.0408
2026-07-04 18:25:38,SUBJ_006,10.9,1.96,0.7056,0.3285,21.2,1.56,3.79,-2.54,130.8,1.536,0.009
2026-07-04 18:31:56,SUBJ_006,11.2,1.99,0.7064,0.3308,22.2,1.77,4.09,-3.76,129.9,1.534,0
2026-07-04 18:38:07,SUBJ_006,11.3,1.99,0.7033,0.34,20.9,1.93,6.75,-3.85,131.8,1.534,0
2026-07-04 18:41:04,SUBJ_006,11.9,2.0,0.7038,0.3335,22.4,1.68,3.91,-1.69,133.1,1.53,0
2026-07-04 18:46:53,SUBJ_006,11.3,1.97,0.7059,0.3347,22.1,2.63,4.62,-4.26,124.0,1.534,0
2026-07-04 18:52:50,SUBJ_006,11.2,2.0,0.7002,0.336,21.6,1.41,6.4,-3.11,138.6,1.534,0
2026-07-04 19:01:29,SUBJ_006,11.2,2.09,0.6987,0.3505,23.1,2.03,4.82,-4.06,136.5,1.534,0
2026-07-04 19:06:46,SUBJ_006,11.0,2.15,0.6998,0.3494,21.3,1.98,5.34,-3.49,137.0,1.536,0
2026-07-04 19:15:21,SUBJ_006,11.7,2.19,0.6989,0.354,21.3,2.06,5.7,-4.05,135.1,1.531,0
2026-07-04 19:21:20,SUBJ_006,11.5,2.24,0.7026,0.3443,21.6,1.92,5.25,-3.63,134.8,1.533,0
2026-07-04 19:30:34,SUBJ_006,11.9,2.3,0.6998,0.3581,22.4,1.99,6.03,-2.87,122.9,1.53,0
2026-07-04 19:39:04,SUBJ_006,11.5,2.38,0.6965,0.3747,21.6,1.93,6.34,-3.94,133.4,1.532,0
2026-07-04 19:41:30,SUBJ_006,11.1,2.41,0.6973,0.373,20.9,1.51,6.1,-3.23,137.6,1.535,0
2026-07-04 19:44:56,SUBJ_006,11.6,2.46,0.6926,0.3852,22.0,1.93,5.51,-3.14,130.4,1.532,0
2026-07-04 19:47:22,SUBJ_006,11.4,2.48,0.6974,0.3906,19.9,1.68,5.65,-3.19,139.3,1.533,0
2026-07-04 19:50:00,SUBJ_006,11.4,2.5,0.6986,0.3924,20.7,1.92,6.33,-2.96,136.2,1.533,0
2026-07-04 19:53:37,SUBJ_006,11.6,2.5,0.6969,0.3876,21.9,2.33,5.91,-2.85,131.7,1.532,0
2026-07-04 20:03:16,SUBJ_006,11.6,2.5,0.6969,0.395,22.8,2.34,4.6,-2.31,128.0,1.532,0
2026-07-04 20:11:31,SUBJ_006,11.3,2.52,0.7014,0.4013,23.5,1.77,4.41,-2.6,133.9,1.534,0
2026-07-04 20:13:58,SUBJ_006,11.3,2.54,0.7032,0.3961,22.2,1.61,4.45,-2.61,128.3,1.534,0
2026-07-04 20:19:59,SUBJ_006,11.2,2.53,0.7058,0.3875,22.9,2.23,6.01,-1.76,139.0,1.535,0
2026-07-04 20:22:12,SUBJ_006,11.9,2.49,0.7104,0.3881,21.6,1.95,7.49,-2.5,126.5,1.53,0
2026-07-04 20:28:33,SUBJ_006,11.7,2.54,0.7161,0.3972,21.5,1.78,6.45,-1.26,139.6,1.531,0
2026-07-04 20:31:42,SUBJ_006,11.8,2.55,0.713,0.3994,23.3,2.3,7.94,-2.98,139.0,1.531,0
2026-07-04 20:34:06,SUBJ_006,11.4,2.57,0.7112,0.4018,25.2,2.49,4.41,-2.38,144.6,1.533,0
2026-07-04 20:37:02,SUBJ_006,11.4,2.59,0.7095,0.4056,23.0,1.38,6.83,-2.74,144.5,1.533,0
2026-07-04 20:40:05,SUBJ_006,10.8,2.62,0.7043,0.4056,24.7,2.49,6.4,-4.15,126.4,1.537,0
2026-07-04 20:48:43,SUBJ_006,11.5,2.6,0.7029,0.4047,24.8,1.9,3.37,-2.8,152.2,1.533,0
2026-07-04 20:52:28,SUBJ_006,11.6,2.55,0.7018,0.4122,25.5,1.73,6.97,-2.96,141.0,1.532,0
2026-07-04 20:56:32,SUBJ_006,11.9,2.57,0.6985,0.4031,25.1,1.48,5.2,-1.1,143.2,1.53,0
2026-07-04 21:00:05,SUBJ_006,11.9,2.55,0.695,0.4172,24.6,1.79,6.42,-1.93,129.8,1.53,0
2026-07-04 21:07:49,SUBJ_006,12.0,2.54,0.6897,0.4277,25.5,2.39,4.58,-2.97,142.8,1.53,0
2026-07-04 21:14:56,SUBJ_006,12.0,2.56,0.6865,0.4208,24.9,1.57,6.62,-2.84,121.8,1.53,0
2026-07-04 21:21:06,SUBJ_006,11.7,2.57,0.6881,0.4217,24.9,2.37,5.27,-1.77,131.9,1.531,0
2026-07-04 21:28:38,SUBJ_006,11.2,2.61,0.6913,0.4394,23.6,1.78,6.8,-3.03,147.5,1.534,0
2026-07-04 21:35:06,SUBJ_006,10.9,2.62,0.6887,0.4443,24.8,1.26,7.61,-2.64,134.9,1.536,0
