timestamp,subject_id,blink_frequency_per_min,pupil_diameter_mm,gaze_stability_score,drowsiness_index,eye_strain_score,saccadic_deviation_deg,yaw_angle_deg,pitch_angle_deg,blink_duration_ms,inter_blink_interval_ratio,dryness_index
2026-07-08 14:18:10,SUBJ_020,15.2,3.41,0.9186,0.2241,22.5,3.16,-0.84,-2.76,130.0,1.509,0.0033
2026-07-08 14:20:52,SUBJ_020,13.8,3.17,0.9141,0.2298,23.3,3.49,0.19,-3.13,125.2,1.518,0.1755
2026-07-08 14:28:34,SUBJ_020,12.7,2.97,0.906,0.2333,24.2,2.97,1.06,-4.69,122.4,1.524,0.2346
2026-07-08 14:38:24,SUBJ_020,12.6,2.79,0.8912,0.2383,24.7,3.08,-0.89,-4.01,123.0,1.525,0.2898
2026-07-08 14:46:17,SUBJ_020,12.0,2.62,0.8857,0.2459,25.4,3.54,0.06,-1.95,128.5,1.529,0.3525
2026-07-08 14:53:28,SUBJ_020,12.2,2.46,0.8838,0.2459,24.9,3.86,0.51,-3.3,124.0,1.527,0.3945
2026-07-08 15:01:25,SUBJ_020,12.4,2.38,0.8812,0.2557,24.7,3.1,0.39,-3.49,138.5,1.526,0.4206
2026-07-08 15:06:23,SUBJ_020,12.3,2.3,0.8762,0.2676,24.5,3.22,0.7,-2.5,126.1,1.527,0.4998
2026-07-08 15:14:32,SUBJ_020,12.1,2.21,0.8685,0.272,25.0,3.08,-0.89,-2.14,116.5,1.528,0.5943
2026-07-08 15:23:40,SUBJ_020,12.1,2.18,0.8589,0.2736,26.4,3.18,0.75,-3.87,140.5,1.528,0.6516
2026-07-08 15:28:23,SUBJ_020,12.5,2.07,0.8529,0.2848,26.0,3.28,-0.6,-2.8,138.6,1.525,0.6402
2026-07-08 15:31:28,SUBJ_020,12.6,2.02,0.8465,0.2895,26.2,3.52,1.36,-3.8,134.2,1.525,0.5586
2026-07-08 15:34:28,SUBJ_020,12.6,1.99,0.8486,0.2922,25.3,3.61,-2.23,-3.26,137.8,1.525,0.6186
2026-07-08 15:38:14,SUBJ_020,11.4,1.95,0.8407,0.3097,25.5,3.81,-0.26,-2.7,142.8,1.532,0.6129
2026-07-08 15:44:03,SUBJ_020,11.4,1.96,0.838,0.3164,24.1,3.56,0.61,-1.83,116.7,1.532,0.5904
2026-07-08 15:50:27,SUBJ_020,11.7,1.94,0.8329,0.3166,23.6,3.07,1.18,-3.39,135.3,1.53,0.633
2026-07-08 15:56:23,SUBJ_020,12.3,1.96,0.8366,0.3213,24.1,3.4,-0.88,-3.38,137.4,1.526,0.5556
2026-07-08 16:01:54,SUBJ_020,12.1,1.93,0.8381,0.3212,24.0,3.41,-0.54,-4.82,135.3,1.528,0.5625
2026-07-08 16:09:20,SUBJ_020,12.2,1.93,0.8376,0.3268,25.4,3.73,1.5,-2.06,129.7,1.527,0.5922
2026-07-08 16:12:19,SUBJ_020,11.9,1.94,0.8391,0.332,26.3,2.87,0.14,-1.44,136.7,1.529,0.6963
2026-07-08 16:18:40,SUBJ_020,11.7,1.97,0.8296,0.3324,26.4,3.4,-0.49,-3.65,136.8,1.53,0.75
2026-07-08 16:28:27,SUBJ_020,12.0,1.95,0.8305,0.3398,26.4,3.36,1.0,-1.16,123.7,1.528,0.75
2026-07-08 16:32:41,SUBJ_020,11.6,1.93,0.8299,0.3309,26.6,3.67,2.31,-2.92,137.0,1.531,0.6717
2026-07-08 16:41:40,SUBJ_020,11.4,1.92,0.8276,0.3363,26.2,3.22,-0.58,-2.56,131.9,1.532,0.6078
2026-07-08 16:49:51,SUBJ_020,11.0,1.86,0.8268,0.3307,26.8,2.91,0.86,-3.93,132.9,1.534,0.5862
2026-07-08 16:59:40,SUBJ_020,11.0,1.91,0.8294,0.3384,27.8,3.25,-1.57,-1.9,121.1,1.534,0.5901
2026-07-08 17:08:56,SUBJ_020,11.4,1.96,0.8335,0.3444,27.1,3.63,-0.22,-2.07,132.5,1.532,0.5406
2026-07-08 17:11:03,SUBJ_020,11.5,1.95,0.8319,0.3615,28.2,3.68,1.41,-2.39,151.2,1.531,0.5328
2026-07-08 17:19:09,SUBJ_020,11.6,2.0,0.8343,0.3565,28.1,3.44,1.37,-3.69,133.6,1.531,0.5262
2026-07-08 17:25:36,SUBJ_020,11.3,2.06,0.8392,0.3632,26.5,3.72,1.22,-3.07,132.1,1.532,0.5166
2026-07-08 17:29:13,SUBJ_020,11.7,2.09,0.8408,0.3611,25.4,3.12,0.97,-1.02,132.3,1.53,0.4479
2026-07-08 17:37:38,SUBJ_020,11.6,2.08,0.8394,0.3678,26.6,3.26,1.21,-2.21,144.1,1.531,0.4464
2026-07-08 17:44:15,SUBJ_020,11.8,2.1,0.8388,0.3834,25.8,3.33,0.63,-0.89,123.1,1.53,0.5022
2026-07-08 17:51:46,SUBJ_020,12.0,2.09,0.8411,0.3743,26.4,3.42,-0.47,-1.88,125.2,1.528,0.468
2026-07-08 18:00:37,SUBJ_020,12.0,2.13,0.8354,0.3745,26.6,3.26,1.79,-2.5,128.4,1.528,0.4935
2026-07-08 18:05:02,SUBJ_020,12.1,2.16,0.841,0.3914,26.3,3.42,2.66,-2.58,119.6,1.528,0.4272
2026-07-08 18:11:53,SUBJ_020,11.7,2.21,0.8462,0.3948,24.3,3.38,-0.45,-2.37,124.7,1.53,0.3654
2026-07-08 18:21:41,SUBJ_020,11.8,2.23,0.8461,0.4155,23.6,3.46,3.18,-2.08,129.5,1.529,0.3906
2026-07-08 18:31:07,SUBJ_020,12.0,2.21,0.8491,0.4107,24.0,3.39,1.25,-2.62,144.8,1.529,0.3813
2026-07-08 18:38:33,SUBJ_020,11.3,2.23,0.8468,0.4225,24.6,3.18,0.17,-2.88,136.4,1.533,0.3165
2026-07-08 18:45:15,SUBJ_020,11.2,2.27,0.8456,0.4235,25.7,2.95,2.07,-2.22,129.2,1.533,0.2217
2026-07-08 18:50:04,SUBJ_020,11.6,2.29,0.8449,0.4253,26.1,3.34,-0.57,-2.08,145.7,1.531,0.1353
2026-07-08 18:59:27,SUBJ_020,11.5,2.29,0.8435,0.428,25.9,3.63,-0.63,-1.67,137.3,1.531,0.0945
2026-07-08 19:08:36,SUBJ_020,10.8,2.37,0.845,0.434,24.3,3.46,-0.01,-2.49,142.1,1.536,0.0069
2026-07-08 19:16:23,SUBJ_020,10.9,2.49,0.841,0.4451,24.1,3.09,1.91,-3.05,138.1,1.535,0
2026-07-08 19:25:54,SUBJ_020,11.0,2.58,0.8418,0.457,24.4,3.29,1.29,-2.72,139.8,1.535,0
2026-07-08 19:35:46,SUBJ_020,10.2,2.64,0.8391,0.4593,24.9,3.52,1.45,-2.22,136.6,1.539,0
2026-07-08 19:43:08,SUBJ_020,10.1,2.69,0.838,0.4589,25.7,2.97,2.22,-1.55,150.6,1.54,0
2026-07-08 19:47:14,SUBJ_020,10.2,2.73,0.8365,0.454,23.3,3.31,0.98,-1.44,132.9,1.539,0
2026-07-08 19:54:55,SUBJ_020,10.1,2.8,0.8367,0.4613,23.4,3.2,2.61,-2.75,141.3,1.539,0
2026-07-08 19:58:58,SUBJ_020,10.4,2.86,0.84,0.4669,24.1,2.69,1.53,-2.15,136.6,1.538,0
2026-07-08 20:01:00,SUBJ_020,10.5,2.86,0.8391,0.4772,25.3,3.02,2.42,-0.87,148.8,1.538,0
2026-07-08 20:07:57,SUBJ_020,10.4,2.89,0.8361,0.4774,23.5,3.47,1.76,-1.87,137.9,1.538,0
2026-07-08 20:13:34,SUBJ_020,10.6,2.91,0.8361,0.4771,24.3,3.03,2.55,-1.87,141.4,1.537,0
2026-07-08 20:15:48,SUBJ_020,11.1,2.94,0.8394,0.4777,22.9,2.77,1.95,-1.86,124.5,1.534,0
2026-07-08 20:19:48,SUBJ_020,11.3,2.97,0.8361,0.4833,25.3,3.23,0.41,-3.01,151.5,1.533,0
