timestamp,subject_id,blink_frequency_per_min,pupil_diameter_mm,gaze_stability_score,drowsiness_index,eye_strain_score,saccadic_deviation_deg,yaw_angle_deg,pitch_angle_deg,blink_duration_ms,inter_blink_interval_ratio,dryness_index
2026-07-04 16:30:36,SUBJ_006,9.7,2.61,0.7856,0.3042,34.1,1.88,-0.34,-6.91,118.4,1.515,0
2026-07-04 16:39:30,SUBJ_006,8.0,2.37,0.7783,0.3301,33.9,2.39,2.3,-7.42,132.8,1.529,0
2026-07-04 16:41:56,SUBJ_006,7.5,2.16,0.7755,0.3499,34.7,2.01,-2.09,-6.13,139.6,1.534,0
2026-07-04 16:43:59,SUBJ_006,6.8,2.02,0.7701,0.3633,35.0,1.62,-0.2,-6.3,120.4,1.54,0
2026-07-04 16:53:02,SUBJ_006,6.5,1.93,0.7646,0.3706,35.6,1.85,-0.19,-7.06,131.5,1.543,0
2026-07-04 16:58:48,SUBJ_006,6.0,1.8,0.7625,0.4011,35.9,2.2,-0.13,-5.56,114.8,1.547,0
2026-07-04 17:08:26,SUBJ_006,5.9,1.74,0.7532,0.4158,35.1,2.44,-0.44,-7.95,135.7,1.548,0
2026-07-04 17:13:13,SUBJ_006,5.9,1.69,0.7526,0.4314,34.9,2.38,2.15,-5.69,126.8,1.548,0
2026-07-04 17:15:28,SUBJ_006,6.5,1.62,0.7446,0.4333,34.9,2.0,-0.47,-6.65,135.0,1.543,0
2026-07-04 17:20:22,SUBJ_006,6.0,1.58,0.741,0.4488,34.5,1.94,-0.34,-6.78,130.8,1.547,0
2026-07-04 17:24:09,SUBJ_006,5.8,1.53,0.7375,0.4563,35.5,2.17,-1.27,-6.59,121.1,1.549,0
2026-07-04 17:28:51,SUBJ_006,5.6,1.5,0.7332,0.4471,34.0,2.36,-0.76,-5.68,129.6,1.551,0
2026-07-04 17:36:37,SUBJ_006,5.9,1.5,0.7323,0.4622,33.4,2.07,0.75,-6.4,123.0,1.548,0
2026-07-04 17:40:35,SUBJ_006,6.2,1.5,0.7343,0.4704,33.0,2.11,0.75,-6.09,145.9,1.546,0
2026-07-04 17:49:36,SUBJ_006,6.5,1.5,0.7358,0.469,33.9,1.98,1.2,-6.32,132.0,1.543,0
